CustomerID,Recency,Frequency,Monetary,log_Recency,log_Frequency,log_Monetary,R_Score,F_Score,M_Score,RFM_Score,RFM_Segment,RFM_Label,Cluster,Segment
14034,22,3,648.89,3.1354942159291497,1.3862943611198906,6.476803117799309,4,1,2,7,412,New Customers,0,Lapsed Customers
14035,29,9,2794.75,3.4011973816621555,2.302585092994046,7.935855685908297,3,3,4,10,334,Champions,1,Champions
14036,285,1,626.65,5.655991810819852,0.6931471805599453,6.441982686264217,2,1,2,5,212,At-Risk Customers,0,Lapsed Customers
14037,176,6,836.95,5.176149732573829,1.9459101490553128,6.7309584328308825,2,2,2,6,222,Potential Loyalists,0,Lapsed Customers
14038,78,5,3069.88,4.3694478524670215,1.791759469228055,8.029719444457568,3,2,4,9,324,Loyal Customers,1,Champions
14039,33,2,267.28000000000003,3.5263605246161616,1.0986122886681098,5.592031211231537,3,1,1,5,311,New Customers,0,Lapsed Customers
14040,41,35,12523.81,3.737669618283368,3.58351893845611,9.435466756177329,3,3,4,10,334,Champions,1,Champions
14041,266,1,141.41,5.58724865840025,0.6931471805599453,4.958710221231336,2,1,1,4,211,At-Risk Customers,0,Lapsed Customers
14042,725,1,431.98,6.587550014824796,0.6931471805599453,6.070691537559284,1,1,2,4,112,Lost Customers,0,Lapsed Customers
14043,491,2,302.6,6.198478716492308,1.0986122886681098,5.715711045521475,1,1,1,3,111,Lost Customers,0,Lapsed Customers
14044,27,10,3077.7,3.332204510175204,2.3978952727983707,8.032262708945584,3,3,4,10,334,Champions,1,Champions
14045,109,16,10986.63,4.700480365792417,2.833213344056216,9.304525373550288,2,3,4,9,234,Potential Loyalists,1,Champions
14046,284,1,154.99,5.652489180268651,0.6931471805599453,5.049791902630777,2,1,1,4,211,At-Risk Customers,0,Lapsed Customers
14047,9,14,3968.11,2.302585092994046,2.70805020110221,8.286297167188637,4,3,4,11,434,Champions,1,Champions
14048,305,3,748.69,5.723585101952381,1.3862943611198906,6.619659787751255,2,1,2,5,212,At-Risk Customers,0,Lapsed Customers
14049,17,13,13023.4,2.8903717578961645,2.6390573296152584,9.474579800301417,4,3,4,11,434,Champions,1,Champions
14050,32,2,746.36,3.49650756146648,1.0986122886681098,6.616546996753798,3,1,2,6,312,New Customers,0,Lapsed Customers
14051,1,37,21770.98,0.6931471805599453,3.6375861597263857,9.988379100942607,4,3,4,11,434,Champions,1,Champions
14052,20,2,466.66,3.044522437723423,1.0986122886681098,6.147741536165247,4,1,2,7,412,New Customers,0,Lapsed Customers
14053,124,4,572.3,4.8283137373023015,1.6094379124341005,6.351409139914337,2,2,2,6,222,Potential Loyalists,0,Lapsed Customers
14054,65,1,92.46,4.189654742026425,0.6931471805599453,4.53753353727228,3,1,1,5,311,New Customers,0,Lapsed Customers
14055,106,3,1520.96,4.672828834461906,1.3862943611198906,7.327754256867339,2,1,3,6,213,At-Risk Customers,0,Lapsed Customers
14056,1,23,8152.71,0.6931471805599453,3.1780538303479458,9.006228317380044,4,3,4,11,434,Champions,1,Champions
14057,24,22,8346.66,3.218875824868201,3.1354942159291497,9.02973653904951,4,3,4,11,434,Champions,1,Champions
14058,463,2,469.19,6.139884552226255,1.0986122886681098,6.153136868334086,1,1,2,4,112,Lost Customers,0,Lapsed Customers
14059,267,1,183.6,5.5909869805108565,0.6931471805599453,5.218191322068752,2,1,1,4,211,At-Risk Customers,0,Lapsed Customers
14060,5,30,8898.24,1.791759469228055,3.4339872044851463,9.093721158815592,4,3,4,11,434,Champions,1,Champions
14061,507,3,917.43,6.230481447578482,1.3862943611198906,6.822665690537023,1,1,3,5,113,Lost Customers,0,Lapsed Customers
14062,10,24,25585.65,2.3978952727983707,3.218875824868201,10.149826010072386,4,3,4,11,434,Champions,1,Champions
14063,438,9,22710.2,6.084499413075172,2.302585092994046,10.030613473862132,1,3,4,8,134,Lost Customers,1,Champions
14064,29,15,3260.24,3.4011973816621555,2.772588722239781,8.089862770137307,3,3,4,10,334,Champions,1,Champions
14065,389,3,891.02,5.966146739123692,1.3862943611198906,6.793488553853314,1,1,3,5,113,Lost Customers,0,Lapsed Customers
14066,267,1,152.55,5.5909869805108565,0.6931471805599453,5.034026246886832,2,1,1,4,211,At-Risk Customers,0,Lapsed Customers
14067,64,2,374.7,4.174387269895637,1.0986122886681098,5.928790952579924,3,1,2,6,312,New Customers,0,Lapsed Customers
14068,320,4,1516.72,5.771441123130016,1.6094379124341005,7.3249644877140545,2,2,3,7,223,Potential Loyalists,0,Lapsed Customers
14069,515,2,225.81,6.246106765481563,1.0986122886681098,5.424112662592345,1,1,1,3,111,Lost Customers,0,Lapsed Customers
14070,685,1,321.6,6.530877627725885,0.6931471805599453,5.776413165691109,1,1,1,3,111,Lost Customers,0,Lapsed Customers
14071,4,8,1437.57,1.6094379124341005,2.19722457733622,7.271404843608142,4,3,3,10,433,Champions,1,Champions
14072,667,1,390.85,6.504288173536645,0.6931471805599453,5.9708791134988735,1,1,2,4,112,Lost Customers,0,Lapsed Customers
14073,32,1,151.04,3.49650756146648,0.6931471805599453,5.024143644121048,3,1,1,5,311,New Customers,0,Lapsed Customers
14074,623,1,219.4,6.436150368369428,0.6931471805599453,5.39544407727876,1,1,1,3,111,Lost Customers,0,Lapsed Customers
14075,5,6,1734.87,1.791759469228055,1.9459101490553128,7.459264007623663,4,2,3,9,423,Loyal Customers,1,Champions
14076,129,1,118.67,4.867534450455582,0.6931471805599453,4.784737954585425,2,1,1,4,211,At-Risk Customers,0,Lapsed Customers
14077,41,6,615.0799999999999,3.737669618283368,1.9459101490553128,6.423376825230995,3,2,2,7,322,Loyal Customers,1,Champions
14078,102,9,1553.47,4.634728988229636,2.302585092994046,7.348889930502677,2,3,3,8,233,Potential Loyalists,1,Champions
14079,125,2,618.73,4.836281906951478,1.0986122886681098,6.4292838993175305,2,1,2,5,212,At-Risk Customers,0,Lapsed Customers
14080,33,5,1115.68,3.5263605246161616,1.791759469228055,7.018115276378225,3,2,3,8,323,Loyal Customers,1,Champions
14081,302,10,4867.57,5.713732805509369,2.3978952727983707,8.490555538460665,2,3,4,9,234,Potential Loyalists,1,Champions
14082,365,2,413.36,5.902633333401366,1.0986122886681098,6.026735161189901,2,1,2,5,212,At-Risk Customers,0,Lapsed Customers
14083,4,11,1082.19,1.6094379124341005,2.4849066497880004,6.987665670209931,4,3,3,10,433,Champions,1,Champions
14084,512,1,150.5,6.240275845170769,0.6931471805599453,5.020585624949423,1,1,1,3,111,Lost Customers,0,Lapsed Customers
14085,2,33,9720.67,1.0986122886681098,3.5263605246161616,9.182112693396306,4,3,4,11,434,Champions,1,Champions
14086,463,1,39.95,6.139884552226255,0.6931471805599453,3.7123518102990793,1,1,1,3,111,Lost Customers,0,Lapsed Customers
14087,3,3,829.47,1.3862943611198906,1.3862943611198906,6.721991805583325,4,1,2,7,412,New Customers,1,Champions
14088,10,16,64036.8,2.3978952727983707,2.833213344056216,11.06722881299151,4,3,4,11,434,Champions,1,Champions
14089,57,1,158.75,4.060443010546419,0.6931471805599453,5.073610093257644,3,1,1,5,311,New Customers,0,Lapsed Customers
14090,325,1,76.32000000000001,5.786897381366708,0.6931471805599453,4.34795265434013,2,1,1,4,211,At-Risk Customers,0,Lapsed Customers
14091,654,2,9530.08,6.484635235635252,1.0986122886681098,9.162313316565184,1,1,4,6,114,Lost Customers,0,Lapsed Customers
14092,8,24,7229.45,2.19722457733622,3.218875824868201,8.886056553879842,4,3,4,11,434,Champions,1,Champions
14093,12,1,433.86,2.5649493574615367,0.6931471805599453,6.075024140206913,4,1,2,7,412,New Customers,0,Lapsed Customers
14094,440,1,311.77,6.089044875446846,0.6931471805599453,5.745468096143307,1,1,1,3,111,Lost Customers,0,Lapsed Customers
14095,723,1,2.95,6.584791392385716,0.6931471805599453,1.3737155789130306,1,1,1,3,111,Lost Customers,0,Lapsed Customers
14096,4,17,65164.79,1.6094379124341005,2.8903717578961645,11.084689916963535,4,3,4,11,434,Champions,1,Champions
14097,481,2,422.86,6.1779441140506,1.0986122886681098,6.049403212028428,1,1,2,4,112,Lost Customers,0,Lapsed Customers
14098,37,1,147.35,3.6375861597263857,0.6931471805599453,4.999574346736831,3,1,1,5,311,New Customers,0,Lapsed Customers
14099,16,20,5750.91,2.833213344056216,3.044522437723423,8.6572872525469,4,3,4,11,434,Champions,1,Champions
14100,138,1,191.95,4.934473933130692,0.6931471805599453,5.262431087983628,2,1,1,4,211,At-Risk Customers,0,Lapsed Customers
14101,74,13,9961.93,4.31748811353631,2.6390573296152584,9.206626484023989,3,3,4,10,334,Champions,1,Champions
14102,5,5,1105.88,1.791759469228055,1.791759469228055,7.009300525748804,4,2,3,9,423,Loyal Customers,1,Champions
14104,155,5,743.53,5.049856007249537,1.791759469228055,6.612753146812557,2,2,2,6,222,Potential Loyalists,0,Lapsed Customers
14105,239,5,5988.83,5.480638923341991,1.791759469228055,8.697818310072366,2,2,4,8,224,Potential Loyalists,1,Champions
14106,737,1,214.8,6.6039438246004725,0.6931471805599453,5.374352052824034,1,1,1,3,111,Lost Customers,0,Lapsed Customers
14107,52,11,4877.3,3.970291913552122,2.4849066497880004,8.492552077499786,3,3,4,10,334,Champions,1,Champions
14108,31,4,1044.96,3.4657359027997265,1.6094379124341005,6.952690402975883,3,2,3,8,323,Loyal Customers,1,Champions
14109,73,1,144.2,4.30406509320417,0.6931471805599453,4.978112102390695,3,1,1,5,311,New Customers,0,Lapsed Customers
14110,4,33,12987.95,1.6094379124341005,3.5263605246161616,9.471854274988836,4,3,4,11,434,Champions,1,Champions
14111,14,4,692.85,2.70805020110221,1.6094379124341005,6.54225579881702,4,2,2,8,422,Loyal Customers,1,Champions
14112,23,13,5834.59,3.1780538303479458,2.6390573296152584,8.671730653576422,4,3,4,11,434,Champions,1,Champions
14113,4,16,7092.610000000001,1.6094379124341005,2.833213344056216,8.866949657786243,4,3,4,11,434,Champions,1,Champions
14114,274,7,1364.09,5.616771097666572,2.079441541679836,7.218975639511439,2,2,3,7,223,Potential Loyalists,0,Lapsed Customers
14115,502,2,622.6700000000001,6.220590170099739,1.0986122886681098,6.435621382327133,1,1,2,4,112,Lost Customers,0,Lapsed Customers
14116,20,5,1382.74,3.044522437723423,1.791759469228055,7.2325452572578,4,2,3,9,423,Loyal Customers,1,Champions
14117,144,1,90.0,4.976733742420574,0.6931471805599453,4.51085950651685,2,1,1,4,211,At-Risk Customers,0,Lapsed Customers
14118,429,1,458.45,6.063785208687608,0.6931471805599453,6.130030121946894,1,1,2,4,112,Lost Customers,0,Lapsed Customers
14119,376,2,183.37,5.932245187448011,1.0986122886681098,5.216944608082299,2,1,1,4,211,At-Risk Customers,0,Lapsed Customers
14121,4,4,2780.15,1.6094379124341005,1.6094379124341005,7.930619790211972,4,2,4,10,424,Loyal Customers,1,Champions
14122,406,3,362.42,6.008813185442595,1.3862943611198906,5.895559190220911,1,1,2,4,112,Lost Customers,0,Lapsed Customers
14123,733,1,436.18,6.598509028614515,0.6931471805599453,6.0803450096018565,1,1,2,4,112,Lost Customers,0,Lapsed Customers
14124,84,1,419.58,4.442651256490317,0.6931471805599453,6.041634711020558,3,1,2,6,312,New Customers,0,Lapsed Customers
14125,11,3,2720.63,2.4849066497880004,1.3862943611198906,7.908986244508535,4,1,4,9,414,New Customers,1,Champions
14126,8,4,1172.46,2.19722457733622,1.6094379124341005,7.067711928642815,4,2,3,9,423,Loyal Customers,1,Champions
14127,123,6,1900.08,4.820281565605037,1.9459101490553128,7.55017742471711,2,2,3,7,223,Potential Loyalists,1,Champions
14128,61,3,924.21,4.127134385045092,1.3862943611198906,6.830020738772716,3,1,3,7,313,New Customers,0,Lapsed Customers
14129,2,9,2591.34,1.0986122886681098,2.302585092994046,7.860316221709267,4,3,4,11,434,Champions,1,Champions
14130,319,4,1858.77,5.768320995793772,1.6094379124341005,7.528208103147246,2,2,3,7,223,Potential Loyalists,0,Lapsed Customers
14131,649,1,168.22,6.476972362889683,0.6931471805599453,5.1311996434963545,1,1,1,3,111,Lost Customers,0,Lapsed Customers
14132,2,11,3586.03,1.0986122886681098,2.4849066497880004,8.185079841032296,4,3,4,11,434,Champions,1,Champions
14133,130,4,911.14,4.875197323201151,1.6094379124341005,6.815793487064996,2,2,3,7,223,Potential Loyalists,0,Lapsed Customers
14134,383,15,11123.35,5.950642552587727,2.772588722239781,9.316891678361229,1,3,4,8,134,Lost Customers,1,Champions
14135,2,24,8839.67,1.0986122886681098,3.218875824868201,9.087117944614835,4,3,4,11,434,Champions,1,Champions
14136,401,5,1570.81,5.996452088619021,1.791759469228055,7.359983100544423,1,2,3,6,123,Lost Customers,0,Lapsed Customers
14137,696,1,332.7,6.546785410760524,0.6931471805599453,5.810242385757328,1,1,1,3,111,Lost Customers,0,Lapsed Customers
14138,2,2,965.88,1.0986122886681098,1.0986122886681098,6.874074392613249,4,1,3,8,413,New Customers,1,Champions
14139,46,4,1086.8,3.8501476017100575,1.6094379124341005,6.99191258698886,3,2,3,8,323,Loyal Customers,1,Champions
14140,4,2,935.05,1.6094379124341005,1.0986122886681098,6.841668893854277,4,1,3,8,413,New Customers,1,Champions
14141,3,4,915.13,1.3862943611198906,1.6094379124341005,6.820158276001622,4,2,3,9,423,Loyal Customers,1,Champions
14142,373,2,671.34,5.924255797414532,1.0986122886681098,6.510764164953352,2,1,2,5,212,At-Risk Customers,0,Lapsed Customers
14143,134,1,115.8,4.90527477843843,0.6931471805599453,4.760463070394127,2,1,1,4,211,At-Risk Customers,0,Lapsed Customers
14144,486,1,30.6,6.18826412308259,0.6931471805599453,3.4531571205928664,1,1,1,3,111,Lost Customers,0,Lapsed Customers
14145,47,7,7600.05,3.871201010907891,2.079441541679836,8.936041674626237,3,2,4,9,324,Loyal Customers,1,Champions
14146,9,12,9450.3,2.302585092994046,2.5649493574615367,9.153907577164,4,3,4,11,434,Champions,1,Champions
14147,78,9,2590.2,4.3694478524670215,2.302585092994046,7.85987636785712,3,3,4,10,334,Champions,1,Champions
14148,234,2,466.29,5.459585514144159,1.0986122886681098,6.146950049948197,2,1,2,5,212,At-Risk Customers,0,Lapsed Customers
14149,221,1,446.62,5.402677381872279,0.6931471805599453,6.103944658191983,2,1,2,5,212,At-Risk Customers,0,Lapsed Customers
14150,36,2,658.64,3.610917912644224,1.0986122886681098,6.49169423166057,3,1,2,6,312,New Customers,0,Lapsed Customers
14151,673,2,679.45,6.513230110912307,1.0986122886681098,6.522754344006327,1,1,2,4,112,Lost Customers,0,Lapsed Customers
14152,75,7,1997.34,4.330733340286331,2.079441541679836,7.600072114901368,3,2,3,8,323,Loyal Customers,1,Champions
14153,483,1,233.4,6.182084906716632,0.6931471805599453,5.457029057702858,1,1,1,3,111,Lost Customers,0,Lapsed Customers
14154,239,8,6460.7,5.480638923341991,2.19722457733622,8.77364772005142,2,3,4,9,234,Potential Loyalists,1,Champions
14155,266,1,118.75,5.58724865840025,0.6931471805599453,4.785406236291025,2,1,1,4,211,At-Risk Customers,0,Lapsed Customers
14156,10,156,313437.62,2.3978952727983707,5.056245805348308,12.655358830412167,4,3,4,11,434,Champions,1,Champions
14157,20,5,978.69,3.044522437723423,1.791759469228055,6.887236195092215,4,2,3,9,423,Loyal Customers,1,Champions
14158,40,1,507.66,3.713572066704308,0.6931471805599453,6.231779816930511,3,1,2,6,312,New Customers,0,Lapsed Customers
14159,20,20,7860.8,3.044522437723423,3.044522437723423,8.969770866838594,4,3,4,11,434,Champions,1,Champions
14160,610,7,8421.47,6.415096959171596,2.079441541679836,9.038658413386564,1,2,4,7,124,Lost Customers,1,Champions
14161,216,7,2996.93,5.37989735354046,2.079441541679836,8.005677329490688,2,2,4,8,224,Potential Loyalists,1,Champions
14162,174,2,289.36,5.1647859739235145,1.0986122886681098,5.67112153241664,2,1,1,4,211,At-Risk Customers,0,Lapsed Customers
14163,87,5,2594.62,4.477336814478207,1.791759469228055,7.861580688064839,3,2,4,9,324,Loyal Customers,1,Champions
14164,71,2,1631.77,4.276666119016055,1.0986122886681098,7.398033237980444,3,1,3,7,313,New Customers,0,Lapsed Customers
14165,276,1,120.44,5.6240175061873385,0.6931471805599453,4.79942031364732,2,1,1,4,211,At-Risk Customers,0,Lapsed Customers
14166,505,2,251.15,6.226536669287466,1.0986122886681098,5.530024148522735,1,1,1,3,111,Lost Customers,0,Lapsed Customers
14167,39,8,1274.29,3.688879454113936,2.19722457733622,7.1509288827098665,3,3,3,9,333,Champions,1,Champions
14168,421,2,370.45,6.045005314036012,1.0986122886681098,5.917414265597815,1,1,2,4,112,Lost Customers,0,Lapsed Customers
14169,431,2,621.51,6.068425588244111,1.0986122886681098,6.433759692466862,1,1,2,4,112,Lost Customers,0,Lapsed Customers
14170,375,3,570.18,5.929589143389895,1.3862943611198906,6.347704396406768,2,1,2,5,212,At-Risk Customers,0,Lapsed Customers
14171,98,2,498.79,4.59511985013459,1.0986122886681098,6.214188010197488,2,1,2,5,212,At-Risk Customers,0,Lapsed Customers
14172,605,3,369.02,6.406879986069314,1.3862943611198906,5.913557058231456,1,1,2,4,112,Lost Customers,0,Lapsed Customers
14173,11,6,586.0,2.4849066497880004,1.9459101490553128,6.375024819828097,4,2,2,8,422,Loyal Customers,1,Champions
14174,33,1,134.46,3.5263605246161616,0.6931471805599453,4.908676393786758,3,1,1,5,311,New Customers,0,Lapsed Customers
14175,60,8,7678.88,4.110873864173311,2.19722457733622,8.946359201019646,3,3,4,10,334,Champions,1,Champions
14176,297,5,756.46,5.697093486505405,1.791759469228055,6.629970730708748,2,2,2,6,222,Potential Loyalists,0,Lapsed Customers
14177,86,13,2209.69,4.465908118654584,2.6390573296152584,7.701059962976723,3,3,3,9,333,Champions,1,Champions
14178,9,7,1600.26,2.302585092994046,2.079441541679836,7.378546098312443,4,2,3,9,423,Loyal Customers,1,Champions
14179,41,2,701.57,3.737669618283368,1.0986122886681098,6.554745040371868,3,1,2,6,312,New Customers,0,Lapsed Customers
14180,11,33,6117.5,2.4849066497880004,3.5263605246161616,8.719072247425723,4,3,4,11,434,Champions,1,Champions
14181,411,2,308.35,6.021023349349527,1.0986122886681098,5.734473321976997,1,1,1,3,111,Lost Customers,0,Lapsed Customers
14182,444,4,678.77,6.09807428216624,1.6094379124341005,6.521754505661576,1,2,2,5,122,Lost Customers,0,Lapsed Customers
14183,411,2,278.34000000000003,6.021023349349527,1.0986122886681098,5.632429677877625,1,1,1,3,111,Lost Customers,0,Lapsed Customers
14184,67,1,452.89,4.219507705176107,0.6931471805599453,6.117854877935304,3,1,2,6,312,New Customers,0,Lapsed Customers
14185,331,1,197.65,5.805134968916488,0.6931471805599453,5.291544482260608,2,1,1,4,211,At-Risk Customers,0,Lapsed Customers
14186,427,5,1550.63,6.059123195581797,1.791759469228055,7.34706127025902,1,2,3,6,123,Lost Customers,0,Lapsed Customers
14187,474,1,123.5,6.163314804034641,0.6931471805599453,4.824305715904762,1,1,1,3,111,Lost Customers,0,Lapsed Customers
14188,31,6,2054.36,3.4657359027997265,1.9459101490553128,7.628206294069428,3,2,3,8,323,Loyal Customers,1,Champions
14189,2,16,5503.15,1.0986122886681098,2.833213344056216,8.613257632148802,4,3,4,11,434,Champions,1,Champions
14190,666,1,79.9,6.502790045915623,0.6931471805599453,4.393213824064446,1,1,1,3,111,Lost Customers,0,Lapsed Customers
14191,2,15,4817.66,1.0986122886681098,2.772588722239781,8.48025116009442,4,3,4,11,434,Champions,1,Champions
14192,388,1,293.74,5.963579343618446,0.6931471805599453,5.686093611785117,1,1,1,3,111,Lost Customers,0,Lapsed Customers
14193,68,3,1210.19,4.23410650459726,1.3862943611198906,7.0993586263743325,3,1,3,7,313,New Customers,0,Lapsed Customers
14194,5,36,18670.59,1.791759469228055,3.610917912644224,9.83475839627326,4,3,4,11,434,Champions,1,Champions
14195,202,6,2615.6,5.313205979041787,1.9459101490553128,7.869631044076776,2,2,4,8,224,Potential Loyalists,1,Champions
14196,107,1,335.52,4.68213122712422,0.6931471805599453,5.818657582682612,2,1,1,4,211,At-Risk Customers,0,Lapsed Customers
14197,411,1,390.05,6.021023349349527,0.6931471805599453,5.968835429047621,1,1,2,4,112,Lost Customers,0,Lapsed Customers
14198,18,9,1569.73,2.9444389791664403,2.302585092994046,7.359295758431025,4,3,3,10,433,Champions,1,Champions
14199,218,4,1091.7,5.389071729816501,1.6094379124341005,6.9964069765767,2,2,3,7,223,Potential Loyalists,0,Lapsed Customers
14200,617,1,379.2,6.42648845745769,0.6931471805599453,5.940697430054329,1,1,2,4,112,Lost Customers,0,Lapsed Customers
14201,60,10,1193.54,4.110873864173311,2.3978952727983707,7.0855164530197605,3,3,3,9,333,Champions,1,Champions
14202,381,3,847.76,5.945420608606575,1.3862943611198906,6.743776460835899,1,1,2,4,112,Lost Customers,0,Lapsed Customers
14203,397,1,339.34,5.986452005284438,0.6931471805599453,5.82994511794329,1,1,1,3,111,Lost Customers,0,Lapsed Customers
14204,2,4,1024.83,1.0986122886681098,1.6094379124341005,6.93325731999448,4,2,3,9,423,Loyal Customers,1,Champions
14205,17,9,2414.2,2.8903717578961645,2.302585092994046,7.789537378392629,4,3,4,11,434,Champions,1,Champions
14206,239,3,1185.01,5.480638923341991,1.3862943611198906,7.078350011225329,2,1,3,6,213,At-Risk Customers,0,Lapsed Customers
14207,688,1,157.8,6.535241271013659,0.6931471805599453,5.067645548813036,1,1,1,3,111,Lost Customers,0,Lapsed Customers
14208,95,2,567.05,4.564348191467836,1.0986122886681098,6.342209443015913,3,1,2,6,312,New Customers,0,Lapsed Customers
14209,11,15,4993.27,2.4849066497880004,2.772588722239781,8.51604653425612,4,3,4,11,434,Champions,1,Champions
14210,106,16,5556.570000000001,4.672828834461906,2.833213344056216,8.622916241350572,2,3,4,9,234,Potential Loyalists,1,Champions
14211,53,18,4402.29,3.9889840465642745,2.9444389791664403,8.390107267770315,3,3,4,10,334,Champions,1,Champions
14212,90,2,2190.14,4.51085950651685,1.0986122886681098,7.692177235317669,3,1,3,7,313,New Customers,0,Lapsed Customers
14213,405,1,1192.2,6.0063531596017325,0.6931471805599453,7.084394052640594,1,1,3,5,113,Lost Customers,0,Lapsed Customers
14214,31,5,1004.38,3.4657359027997265,1.791759469228055,6.913120858480547,3,2,3,8,323,Loyal Customers,1,Champions
14215,12,9,3250.33,2.5649493574615367,2.302585092994046,8.086819422380941,4,3,4,11,434,Champions,1,Champions
14216,3,5,2150.04,1.3862943611198906,1.791759469228055,7.673706725096686,4,2,3,9,423,Loyal Customers,1,Champions
14217,2,23,3298.59,1.0986122886681098,3.1780538303479458,8.101553497311599,4,3,4,11,434,Champions,1,Champions
14218,43,1,169.48000000000002,3.784189633918261,0.6931471805599453,5.1386179877903615,3,1,1,5,311,New Customers,0,Lapsed Customers
14219,4,3,633.83,1.6094379124341005,1.3862943611198906,6.4533572465147895,4,1,2,7,412,New Customers,1,Champions
14220,247,4,1515.0,5.513428746164983,1.6094379124341005,7.323830566202317,2,2,3,7,223,Potential Loyalists,0,Lapsed Customers
14221,42,17,6517.49,3.7612001156935615,2.8903717578961645,8.78239803300639,3,3,4,10,334,Champions,1,Champions
14222,177,1,683.17,5.181783550292085,0.6931471805599453,6.528206424753791,2,1,2,5,212,At-Risk Customers,0,Lapsed Customers
14223,92,3,991.13,4.532599493153256,1.3862943611198906,6.89985414708588,3,1,3,7,313,New Customers,0,Lapsed Customers
14224,110,9,1841.71,4.709530201312334,2.302585092994046,7.518992593145431,2,3,3,8,233,Potential Loyalists,1,Champions
14225,435,4,2031.07,6.077642243349034,1.6094379124341005,7.616810256923923,1,2,3,6,123,Lost Customers,0,Lapsed Customers
14226,29,6,2985.13,3.4011973816621555,1.9459101490553128,8.001733513655134,3,2,4,9,324,Loyal Customers,1,Champions
14227,26,15,6368.71,3.295836866004329,2.772588722239781,8.759309221627205,4,3,4,11,434,Champions,1,Champions
14228,438,3,745.5,6.084499413075172,1.3862943611198906,6.615395616979245,1,1,2,4,112,Lost Customers,0,Lapsed Customers
14229,52,7,2594.04,3.970291913552122,2.079441541679836,7.86135720973938,3,2,4,9,324,Loyal Customers,1,Champions
14230,436,3,979.8,6.07993319509559,1.3862943611198906,6.888368565181947,1,1,3,5,113,Lost Customers,0,Lapsed Customers
14231,184,4,1235.62,5.220355825078324,1.6094379124341005,7.120137130372299,2,2,3,7,223,Potential Loyalists,0,Lapsed Customers
14232,43,5,2048.07,3.784189633918261,1.791759469228055,7.625141310661702,3,2,3,8,323,Loyal Customers,1,Champions
14233,49,7,2904.27,3.912023005428146,2.079441541679836,7.974281608168437,3,2,4,9,324,Loyal Customers,1,Champions
14234,22,4,754.12,3.1354942159291497,1.6094379124341005,6.626876677016689,4,2,2,8,422,Loyal Customers,1,Champions
14235,75,9,4717.99,4.330733340286331,2.302585092994046,8.459350072631114,3,3,4,10,334,Champions,1,Champions
14236,81,5,1555.34,4.406719247264253,1.791759469228055,7.350092189866152,3,2,3,8,323,Loyal Customers,1,Champions
14237,373,2,471.14,5.924255797414532,1.0986122886681098,6.157275551774947,2,1,2,5,212,At-Risk Customers,0,Lapsed Customers
14238,326,3,434.23,5.7899601708972535,1.3862943611198906,6.075874626989435,2,1,2,5,212,At-Risk Customers,0,Lapsed Customers
14239,43,21,4263.17,3.784189633918261,3.091042453358316,8.358002833718864,3,3,4,10,334,Champions,1,Champions
14240,30,3,1247.49,3.4339872044851463,1.3862943611198906,7.129690100076217,3,1,3,7,313,New Customers,1,Champions
14241,184,2,333.70000000000005,5.220355825078324,1.0986122886681098,5.813234608217281,2,1,1,4,211,At-Risk Customers,0,Lapsed Customers
14242,235,2,280.55,5.4638318050256105,1.0986122886681098,5.640310051700627,2,1,1,4,211,At-Risk Customers,0,Lapsed Customers
14243,9,17,7217.75,2.302585092994046,2.8903717578961645,8.884437086704205,4,3,4,11,434,Champions,1,Champions
14244,661,1,366.42,6.495265555937008,0.6931471805599453,5.906505607880791,1,1,2,4,112,Lost Customers,0,Lapsed Customers
14245,220,2,1693.45,5.3981627015177525,1.0986122886681098,7.435113483382488,2,1,3,6,213,At-Risk Customers,0,Lapsed Customers
14246,111,3,1474.06,4.718498871295094,1.3862943611198906,7.296453945912696,2,1,3,6,213,At-Risk Customers,0,Lapsed Customers
14247,278,5,753.56,5.631211781821365,1.791759469228055,6.626134797908952,2,2,2,6,222,Potential Loyalists,0,Lapsed Customers
14248,318,3,1032.95,5.765191102784844,1.3862943611198906,6.941141697999771,2,1,3,6,213,At-Risk Customers,0,Lapsed Customers
14249,411,12,5400.461,6.021023349349527,2.5649493574615367,8.594424751514367,1,3,4,8,134,Lost Customers,1,Champions
14250,7,3,1904.05,2.079441541679836,1.3862943611198906,7.552263533935522,4,1,3,8,413,New Customers,1,Champions
14251,2,5,2879.7000000000003,1.0986122886681098,1.791759469228055,7.965788599152331,4,2,4,10,424,Loyal Customers,1,Champions
14252,381,1,350.99,5.945420608606575,0.6931471805599453,5.863602766103642,1,1,2,4,112,Lost Customers,0,Lapsed Customers
14253,493,2,363.4,6.202535517187923,1.0986122886681098,5.898252165385803,1,1,2,4,112,Lost Customers,0,Lapsed Customers
14254,433,1,601.03,6.073044534100405,0.6931471805599453,6.400307277954197,1,1,2,4,112,Lost Customers,0,Lapsed Customers
14255,546,1,1000.63,6.304448802421981,0.6931471805599453,6.909383951973957,1,1,3,5,113,Lost Customers,0,Lapsed Customers
14256,260,5,2460.79,5.564520407322694,1.791759469228055,7.80864400659954,2,2,4,8,224,Potential Loyalists,0,Lapsed Customers
14257,64,9,5954.45,4.174387269895637,2.302585092994046,8.692062045685008,3,3,4,10,334,Champions,1,Champions
14258,9,25,32051.34,2.302585092994046,3.258096538021482,10.375125470604086,4,3,4,11,434,Champions,1,Champions
